obs_p,obs_q,obs_teta,obs_DateTime
0.0,7.049,0.33725000000000005,
0.0,7.293,0.33700000000000013,
0.0,7.583,0.33616666666666667,
0.0,7.831,0.33508333333333334,
0.0,8.057,0.33408333333333334,
0.0,8.215,0.3331666666666668,
0.0,8.147,0.3326666666666666,
0.0,7.921,0.33191666666666664,
0.0,7.696,0.33108333333333334,
0.0,7.516,0.33075000000000004,
0.0,7.315,0.33,
0.0,7.204,0.32950000000000007,
0.0,7.027,0.32900000000000007,
0.0,6.917,0.32883333333333337,
0.0,6.829,0.32799999999999996,
0.0,6.741,0.32799999999999996,
0.0,6.675,0.32741666666666663,
0.0,6.588,0.327,
0.0,6.5,0.327,
0.0,6.435,0.32633333333333336,
0.0,6.391,0.326,
0.0,6.391,0.326,
0.0,6.348,0.3255833333333334,
0.0,6.305,0.32500000000000007,
0.0,6.283,0.32500000000000007,
0.0,6.261,0.32483333333333336,
0.0,6.283,0.3240833333333333,
0.0,6.196,0.32399999999999995,
0.0,6.175,0.32399999999999995,
0.0,6.175,0.32316666666666666,
0.0,6.132,0.323,
0.0,6.11,0.323,
0.0,6.11,0.3229166666666667,
0.0,6.067,0.32225000000000004,
0.0,6.003,0.322,
0.0,6.003,0.322,
0.0,5.96,0.322,
0.0,5.938,0.322,
0.0,5.917,0.3210833333333334,
0.0,5.874,0.32100000000000006,
0.0,5.874,0.32100000000000006,
0.0,5.852,0.32100000000000006,
0.0,5.874,0.32100000000000006,
0.0,5.831,0.3205833333333333,
0.0,5.81,0.3200833333333333,
0.0,5.788,0.31999999999999995,
0.0,5.746,0.31999999999999995,
0.0,5.788,0.31999999999999995,
0.0,5.81,0.31999999999999995,
0.0,5.852,0.3199166666666666,
0.0,5.81,0.31916666666666665,
0.0,5.788,0.319,
0.0,5.788,0.319,
0.0,5.703,0.319,
0.0,5.682,0.31875000000000003,
0.0,5.682,0.318,
0.0,5.639,0.318,
0.0,5.597,0.318,
0.0,5.597,0.318,
0.0,5.576,0.318,
0.0,5.554,0.318,
0.0,5.554,0.3176666666666667,
0.0,5.512,0.3172500000000001,
0.0,5.449,0.31700000000000006,
0.0,5.449,0.31700000000000006,
0.0,5.406,0.31700000000000006,
0.0,5.427,0.31700000000000006,
0.0,5.406,0.31700000000000006,
0.0,5.385,0.31700000000000006,
0.0,5.343,0.31700000000000006,
0.0,5.364,0.31700000000000006,
0.0002,5.343,0.31700000000000006,
0.0,5.322,0.31691666666666674,
0.0,5.343,0.31608333333333327,
0.0,5.322,0.31599999999999995,
0.0,5.301,0.31599999999999995,
0.0,5.28,0.31599999999999995,
0.0,5.259,0.31599999999999995,
0.0,5.259,0.31599999999999995,
0.0,5.238,0.3159166666666666,
0.0,5.238,0.3154166666666666,
0.0,5.196,0.31516666666666665,
0.0,5.175,0.315,
0.00030000000000000003,5.154,0.31516666666666665,
0.0024,5.217,0.3179166666666666,
0.0007,5.385,0.32175,
0.0,5.682,0.3243333333333334,
0.0,5.874,0.32533333333333336,
0.0,6.348,0.3253333333333334,
0.0,6.566,0.32500000000000007,
0.00030000000000000003,6.895,0.32500000000000007,
0.0,7.027,0.32449999999999996,
0.0,6.895,0.32399999999999995,
0.0,6.675,0.32399999999999995,
0.0,6.479,0.32399999999999995,
0.0,6.24,0.32399999999999995,
0.0,6.11,0.3233333333333333,
0.0,5.981,0.323,
0.0,5.895,0.323,
0.0,5.724,0.3229166666666667,
0.0,5.682,0.322,
0.0,5.618,0.322,
0.0,5.554,0.322,
0.0,5.491,0.3215833333333334,
0.0,5.427,0.32100000000000006,
0.0,5.385,0.32100000000000006,
0.0,5.322,0.32100000000000006,
0.0,5.259,0.32083333333333336,
0.0,5.196,0.3201666666666666,
0.0,5.175,0.31999999999999995,
0.0,5.112,0.31999999999999995,
0.0,5.092,0.31975,
0.0,5.05,0.319,
0.0,5.029,0.319,
0.0,4.987,0.319,
0.0,4.946,0.319,
0.0,4.925,0.319,
0.0,4.925,0.319,
0.0,4.904,0.319,
0.0,4.884,0.319,
0.0,4.925,0.3184166666666667,
0.0002,4.904,0.31825,
0.00030000000000000003,4.946,0.319,
0.0005,4.946,0.3195833333333333,
0.0008999999999999999,5.071,0.32225,
0.0007000000000000001,5.343,0.327,
0.0002,5.618,0.33008333333333334,
0.0,6.046,0.331,
0.0,6.609,0.331,
0.0,7.071,0.33,
0.0,7.494,0.32941666666666675,
0.0,7.673,0.32900000000000007,
0.0,7.606,0.32825,
0.0,7.271,0.32799999999999996,
0.0006000000000000001,7.005,0.32799999999999996,
0.0004,6.829,0.32799999999999996,
0.0015,6.785,0.32799999999999996,
0.0,6.895,0.32799999999999996,
0.0,7.049,0.32799999999999996,
0.0,7.116,0.32775,
0.0003,7.249,0.32708333333333334,
0.0,7.293,0.327,
0.0,7.315,0.32683333333333336,
0.0,7.315,0.326,
0.0,7.116,0.326,
0.00030000000000000003,6.961,0.326,
0.0014000000000000002,6.917,0.3319166666666667,
0.0008,7.16,0.342,
0.0004,7.561,0.3439166666666666,
0.0001,8.125,0.3439999999999999,
0.0,8.879,0.34308333333333335,
0.0,9.739,0.34141666666666676,
0.0,10.731,0.3398333333333334,
0.0,11.018,0.3385,
0.0,10.755,0.33733333333333343,
0.0,10.47,0.33616666666666667,
0.0,9.692,0.33516666666666667,
0.0,9.133,0.33408333333333334,
0.0,8.695,0.3332500000000001,
0.0,8.261,0.3325833333333333,
0.0001,8.057,0.33199999999999996,
0.0,7.786,0.33108333333333334,
0.0,7.606,0.3309166666666667,
0.0,7.405,0.3300833333333334,
0.0,7.249,0.33,
0.0,7.116,0.3292500000000001,
0.0,6.983,0.32900000000000007,
0.0002,6.873,0.32900000000000007,
0.0,6.807,0.3281666666666666,
0.0,6.763,0.32799999999999996,
0.0,6.719,0.32775,
0.0,6.631,0.32741666666666663,
0.0,6.588,0.327,
0.0,6.522,0.327,
0.0,6.479,0.327,
0.0,6.457,0.327,
0.0,6.413,0.32675000000000004,
0.0,6.37,0.326,
0.0,6.326,0.326,
0.0,6.261,0.326,
0.0,6.175,0.32583333333333336,
0.0,6.067,0.3250833333333334,
0.0,6.067,0.32500000000000007,
0.0,6.003,0.32500000000000007,
0.0,5.938,0.32483333333333336,
0.0,5.917,0.3241666666666666,
0.0,5.895,0.32399999999999995,
0.0,5.831,0.32399999999999995,
0.0,5.831,0.32399999999999995,
0.0,5.81,0.3238333333333333,
0.0,5.746,0.3233333333333333,
0.0,5.767,0.323,
0.0,5.767,0.323,
0.0,5.81,0.3229166666666667,
0.0,5.746,0.3221666666666667,
0.0,5.724,0.322,
0.0,5.682,0.322,
0.0,5.66,0.322,
0.0,5.639,0.3216666666666667,
0.0,5.618,0.32100000000000006,
0.0,5.576,0.32100000000000006,
0.0,5.554,0.32100000000000006,
0.0,5.554,0.32100000000000006,
0.0,5.554,0.32100000000000006,
0.0,5.576,0.3205833333333333,
0.0,5.554,0.31999999999999995,
0.0,5.554,0.31999999999999995,
0.0,5.533,0.31999999999999995,
0.0,5.533,0.31999999999999995,
0.0008,5.554,0.31999999999999995,
0.0001,5.597,0.31999999999999995,
0.0001,5.618,0.321,
0.00030000000000000003,5.618,0.32316666666666666,
0.0,5.938,0.3263333333333333,
0.0,5.895,0.32716666666666666,
0.0003,6.003,0.3273333333333333,
0.0,6.132,0.327,
0.0,6.175,0.32675000000000004,
0.0,6.218,0.326,
0.0,6.153,0.3259166666666667,
0.0,6.11,0.32500000000000007,
0.0,6.003,0.32500000000000007,
0.0,5.895,0.3245833333333333,
0.0,5.788,0.32399999999999995,
0.0,5.703,0.32399999999999995,
0.0,5.66,0.32375,
0.0,5.597,0.32308333333333333,
0.0,5.554,0.323,
0.0,5.512,0.323,
0.0,5.449,0.3226666666666667,
0.0,5.385,0.322,
0.0,5.364,0.322,
0.0,5.385,0.322,
0.0,5.47,0.32116666666666677,
0.0,5.449,0.32100000000000006,
0.0,5.322,0.32100000000000006,
0.0,5.301,0.32100000000000006,
0.0,5.259,0.32100000000000006,
0.0,5.238,0.32100000000000006,
0.0,5.175,0.32100000000000006,
0.0,5.112,0.32075000000000004,
0.0,5.029,0.32025,
0.0,5.008,0.31999999999999995,
0.0,4.946,0.31999999999999995,
0.0,4.967,0.3199166666666666,
0.0,4.925,0.31916666666666665,
0.0,4.884,0.319,
0.0,4.884,0.319,
0.0,4.822,0.319,
0.0,4.801,0.319,
0.0,4.76,0.3184166666666667,
0.0,4.698,0.3180833333333334,
0.0,4.698,0.318,
0.0,4.677,0.318,
0.0,4.616,0.318,
0.0,4.595,0.318,
0.0,4.575,0.3179166666666667,
0.0,4.534,0.31775000000000003,
0.0,4.534,0.3170833333333334,
0.0,4.513,0.3170833333333334,
0.0,4.493,0.31700000000000006,
0.0,4.493,0.31700000000000006,
0.0,4.432,0.31700000000000006,
0.0,4.452,0.31700000000000006,
0.0,4.452,0.31700000000000006,
0.0,4.493,0.31700000000000006,
0.0,4.473,0.31700000000000006,
0.0,4.452,0.31666666666666665,
0.0,4.391,0.31599999999999995,
0.0,4.371,0.31599999999999995,
0.0,4.33,0.31599999999999995,
0.0,4.29,0.31599999999999995,
0.0,4.29,0.31599999999999995,
0.0,4.229,0.31599999999999995,
0.0,4.189,0.3154166666666666,
0.0,4.189,0.315,
0.0,4.169,0.315,
0.0,4.169,0.315,
0.0,4.128,0.315,
0.0,4.128,0.315,
0.0,4.108,0.315,
0.0,4.048,0.315,
0.0,4.028,0.315,
0.0,4.028,0.315,
0.0,4.028,0.315,
0.0,4.028,0.315,
0.0,3.968,0.315,
0.0,3.968,0.3148333333333333,
0.0,4.008,0.31475,
0.0,4.028,0.3141666666666667,
0.0,4.008,0.314,
0.0,4.028,0.314,
0.0,4.008,0.314,
0.0,4.008,0.314,
0.0,3.988,0.314,
0.0,3.948,0.314,
0.0,3.928,0.3136666666666667,
0.0,3.948,0.31300000000000006,
0.0,3.948,0.3130833333333334,
0.0,3.889,0.31300000000000006,
0.0,3.908,0.31300000000000006,
0.0,3.869,0.31300000000000006,
0.0,3.869,0.31300000000000006,
0.0,3.869,0.31300000000000006,
0.0,3.849,0.31300000000000006,
0.0,3.809,0.31300000000000006,
0.0,3.809,0.31300000000000006,
0.0,3.809,0.31300000000000006,
0.0,3.809,0.31300000000000006,
0.0,3.789,0.31300000000000006,
0.0,3.809,0.31300000000000006,
0.0,3.809,0.31300000000000006,
0.0,3.651,0.31300000000000006,
0.0,3.849,0.31300000000000006,
0.0,3.869,0.31300000000000006,
0.0,3.829,0.3124166666666666,
0.0,3.849,0.31199999999999994,
0.0,3.849,0.31199999999999994,
0.0,3.789,0.31199999999999994,
0.0,3.789,0.31199999999999994,
0.0,3.789,0.31199999999999994,
0.0,3.789,0.31199999999999994,
0.0,3.75,0.31199999999999994,
0.0,3.75,0.31199999999999994,
0.0,3.71,0.3118333333333333,
0.0,3.691,0.3113333333333333,
0.0,3.71,0.3110833333333333,
0.0,3.651,0.311,
0.0,3.671,0.311,
0.0,3.651,0.311,
0.0,3.612,0.311,
0.0,3.612,0.311,
0.0,3.632,0.311,
0.0,3.612,0.311,
0.0,3.632,0.311,
0.0,3.612,0.311,
0.0,3.632,0.311,
0.0,3.651,0.311,
0.0,3.651,0.311,
0.0,3.651,0.311,
0.0,3.671,0.311,
0.0,3.612,0.31050000000000005,
0.0,3.612,0.3101666666666667,
0.0,3.592,0.31,
0.0,3.553,0.31,
0.0,3.534,0.31,
0.0,3.495,0.31,
0.0,3.514,0.31,
0.0,3.495,0.31,
0.0,3.475,0.31,
0.0,3.475,0.31,
0.0,3.456,0.31,
0.0,3.436,0.31,
0.0,3.397,0.3099166666666667,
0.0,3.417,0.3099166666666667,
0.0,3.417,0.31,
0.0,3.417,0.31,
0.0,3.436,0.31,
0.0,3.436,0.31,
0.0,3.417,0.3099166666666667,
0.0,3.456,0.3099166666666667,
0.0,3.475,0.31,
0.0,3.495,0.3096666666666667,
0.0,3.514,0.3090833333333334,
0.0,3.475,0.30900000000000005,
0.0,3.417,0.30900000000000005,
0.0,3.378,0.30900000000000005,
0.0,3.417,0.30900000000000005,
0.0,3.378,0.30900000000000005,
0.0,3.358,0.30900000000000005,
0.0,3.32,0.30900000000000005,
0.0,3.32,0.30900000000000005,
0.0,3.32,0.30900000000000005,
0.0,3.3,0.3089166666666667,
0.0,3.281,0.3082499999999999,
0.0,3.262,0.30808333333333326,
0.0,3.262,0.30799999999999994,
0.0,3.262,0.30799999999999994,
0.0,3.262,0.30799999999999994,
0.0,3.262,0.3080833333333333,
0.0,3.262,0.3080833333333333,
0.0,3.281,0.30808333333333326,
0.0,3.3,0.3084166666666666,
0.0,3.339,0.30799999999999994,
0.0,3.32,0.30799999999999994,
0.0,3.339,0.30799999999999994,
0.0,3.378,0.30799999999999994,
0.0,3.358,0.30799999999999994,
0.0,3.339,0.30799999999999994,
0.0,3.281,0.30799999999999994,
0.0,3.281,0.3079166666666666,
0.0,3.243,0.3078333333333333,
0.0,3.204,0.3073333333333333,
0.0,3.204,0.30716666666666664,
0.0,3.204,0.307,
0.0,3.204,0.3070833333333333,
0.0,3.185,0.307,
0.0,3.147,0.307,
0.0,3.147,0.307,
0.0,3.147,0.307,
0.0,3.127,0.307,
0.0,3.108,0.307,
0.0,3.108,0.307,
0.0,3.089,0.307,
0.0,3.108,0.307,
0.0,3.108,0.307,
0.0,3.108,0.307,
0.0,3.166,0.307,
0.0,3.166,0.307,
0.0,3.127,0.307,
0.0,3.147,0.307,
0.0,3.108,0.30675,
0.0,3.108,0.30625,
0.0,3.089,0.306,
0.0,3.051,0.306,
0.0,3.032,0.306,
0.0,3.013,0.306,
0.0,2.994,0.306,
0.0,2.975,0.306,
0.0,2.994,0.306,
0.0,2.975,0.30591666666666667,
0.0,2.956,0.30591666666666667,
0.0,2.956,0.3056666666666667,
0.0,2.937,0.30516666666666675,
0.0,2.937,0.30500000000000005,
0.0,2.918,0.30500000000000005,
0.0,2.937,0.30500000000000005,
0.0,3.032,0.3050833333333334,
0.0,2.956,0.30525,
0.0,2.975,0.3054166666666667,
0.0,2.956,0.30575,
0.0,2.975,0.3052500000000001,
0.0,2.956,0.30500000000000005,
0.0,2.994,0.30508333333333343,
0.0,2.899,0.30500000000000005,
0.0,3.051,0.30500000000000005,
0.0,2.994,0.30500000000000005,
0.0,2.937,0.30500000000000005,
0.0,2.899,0.30500000000000005,
0.0,2.899,0.30500000000000005,
0.0,2.88,0.30500000000000005,
0.0,2.88,0.30483333333333335,
0.0,2.862,0.30449999999999994,
0.0,2.862,0.30399999999999994,
0.0,2.862,0.30408333333333326,
0.0,2.843,0.30399999999999994,
0.0,2.824,0.30399999999999994,
0.0,2.824,0.30399999999999994,
0.0,2.824,0.30399999999999994,
0.0,2.805,0.30399999999999994,
0.0,2.805,0.30399999999999994,
0.0,2.805,0.30399999999999994,
0.0,2.805,0.30399999999999994,
0.0,2.843,0.30399999999999994,
0.0,2.843,0.30399999999999994,
0.0,2.862,0.30399999999999994,
0.0,2.862,0.30399999999999994,
0.0,2.88,0.30399999999999994,
0.0,2.88,0.30399999999999994,
0.0,2.899,0.30399999999999994,
0.0,2.862,0.30399999999999994,
0.0,2.843,0.3034166666666666,
0.0,2.824,0.303,
0.0,2.805,0.303,
0.0,2.787,0.303,
0.0,2.805,0.303,
0.0,2.768,0.303,
0.0,2.768,0.303,
0.0,2.749,0.303,
0.0,2.749,0.303,
0.0,2.73,0.303,
0.0,2.712,0.303,
0.0,2.712,0.303,
0.0,2.712,0.303,
0.0,2.693,0.303,
0.0,2.712,0.303,
0.0,2.73,0.303,
0.0,2.73,0.303,
0.0,2.749,0.303,
0.0,2.73,0.303,
0.0,2.749,0.303,
0.0,2.787,0.303,
0.0,2.787,0.303,
0.0,2.805,0.303,
0.0,2.768,0.30283333333333334,
0.0,2.712,0.302,
0.0,2.712,0.302,
0.0,2.712,0.302,
0.0,2.693,0.302,
0.0,2.674,0.302,
0.0,2.656,0.302,
0.0,2.656,0.302,
0.0,2.656,0.302,
0.0,2.693,0.302,
0.0,2.656,0.302,
0.0,2.656,0.302,
0.0,2.637,0.302,
0.0,2.637,0.302,
0.0,2.637,0.302,
0.0,2.637,0.302,
0.0,2.656,0.302,
0.0,2.674,0.302,
0.0001,2.674,0.302,
0.0005,2.693,0.302,
0.0,2.693,0.302,
0.0,2.693,0.302,
0.0,2.712,0.302,
0.0,2.693,0.302,
0.0,2.674,0.302,
0.0,2.712,0.302,
0.0,2.712,0.302,
0.0,2.712,0.302,
0.0,2.73,0.302,
0.0,2.712,0.302,
0.0,2.712,0.302,
0.0,2.712,0.302,
0.0,2.674,0.302,
0.0,2.656,0.302,
0.0,2.674,0.302,
0.0,2.637,0.302,
0.0,2.656,0.302,
0.0,2.637,0.30183333333333334,
0.0,2.637,0.302,
0.0,2.619,0.30191666666666667,
0.0,2.637,0.302,
0.0,2.637,0.302,
0.0,2.619,0.30191666666666667,
0.0,2.637,0.302,
0.0,2.619,0.3016666666666667,
0.0,2.656,0.3013333333333334,
0.0,2.637,0.30108333333333337,
0.0,2.656,0.30100000000000005,
0.0,2.637,0.30100000000000005,
0.0,2.637,0.30100000000000005,
0.0,2.6,0.30100000000000005,
0.0,2.6,0.30100000000000005,
0.0,2.6,0.30100000000000005,
0.0,2.582,0.30100000000000005,
0.0,2.582,0.30100000000000005,
0.0,2.582,0.30100000000000005,
0.0,2.563,0.30100000000000005,
0.0,2.563,0.30091666666666667,
0.0,2.545,0.30091666666666667,
0.0,2.545,0.30091666666666667,
0.0,2.526,0.30100000000000005,
0.0,2.526,0.3004166666666666,
0.0,2.526,0.3004166666666666,
0.0,2.526,0.30100000000000005,
0.0,2.526,0.30100000000000005,
0.0,2.508,0.30100000000000005,
0.0,2.545,0.30100000000000005,
0.0,2.526,0.30058333333333326,
0.0,2.526,0.29999999999999993,
0.0,2.508,0.29999999999999993,
0.0,2.508,0.29999999999999993,
0.0,2.526,0.29999999999999993,
0.0,2.545,0.29999999999999993,
0.0,2.545,0.2999166666666666,
0.0,2.508,0.29966666666666664,
0.0,2.508,0.29924999999999996,
0.0,2.508,0.29924999999999996,
0.0,2.508,0.2990833333333333,
0.0,2.508,0.29916666666666664,
0.0,2.49,0.2990833333333333,
0.0,2.508,0.29916666666666664,
0.0,2.49,0.2990833333333333,
0.0,2.471,0.299,
0.0,2.471,0.299,
0.0,2.508,0.299,
0.0,2.73,0.299,
0.0,2.712,0.299,
0.0,2.637,0.299,
0.0,2.6,0.299,
0.0,2.656,0.299,
0.0,2.471,0.299,
0.0,2.453,0.299,
0.0,2.453,0.299,
0.0,2.453,0.299,
0.0,2.453,0.299,
0.0,2.453,0.299,
0.0,2.435,0.299,
0.0,2.435,0.29891666666666666,
0.0,2.435,0.2985833333333333,
0.0,2.435,0.2988333333333333,
0.0,2.435,0.2985,
0.0,2.435,0.29841666666666666,
0.0,2.416,0.29816666666666664,
0.0,2.435,0.29808333333333337,
0.0,2.416,0.29808333333333337,
0.0,2.416,0.2980833333333333,
0.0,2.398,0.298,
0.0,2.38,0.298,
0.0,2.38,0.298,
0.0,2.38,0.29758333333333337,
0.0,2.362,0.2976666666666667,
0.0,2.362,0.298,
0.0,2.398,0.298,
0.0,2.38,0.298,
0.0,2.362,0.298,
0.0,2.362,0.298,
0.0,2.362,0.298,
0.0,2.362,0.298,
0.0,2.362,0.298,
0.0,2.362,0.298,
0.0,2.289,0.298,
0.0,2.307,0.298,
0.0,2.289,0.29783333333333334,
0.0,2.307,0.2976666666666667,
0.0,2.307,0.29708333333333337,
0.0,2.289,0.29716666666666675,
0.0,2.307,0.29725,
0.0,2.307,0.2970909090909091,
0.0,2.289,0.29700000000000004,
0.0,2.307,0.29700000000000004,
0.0,2.307,0.29700000000000004,
0.0,2.289,0.29700000000000004,
0.0,2.289,0.29700000000000004,
0.0,2.271,0.29700000000000004,
0.0,2.289,0.29700000000000004,
0.0,2.289,0.29725,
0.0,2.325,0.2973333333333334,
0.0,2.289,0.2975,
0.0,2.325,0.298,
0.0,2.344,0.298,
0.0,2.362,0.29775,
0.0,2.38,0.29725000000000007,
0.0,2.435,0.29716666666666675,
0.0,2.435,0.29700000000000004,
0.0,2.398,0.29700000000000004,
0.0,2.38,0.29700000000000004,
0.0,2.362,0.29700000000000004,
0.0,2.344,0.29700000000000004,
0.0,2.325,0.29700000000000004,
0.0,2.325,0.29700000000000004,
0.0,2.325,0.29700000000000004,
0.0,2.307,0.29700000000000004,
0.0,2.289,0.29700000000000004,
0.0,2.307,0.29700000000000004,
0.0,2.325,0.29700000000000004,
0.0,2.344,0.29700000000000004,
0.0,2.325,0.29700000000000004,
0.0,2.307,0.29700000000000004,
0.0,2.289,0.29700000000000004,
0.0,2.325,0.29700000000000004,
0.0,2.271,0.29700000000000004,
0.0001,2.344,0.29700000000000004,
0.0007,2.38,0.30091666666666667,
0.0,2.289,0.30016666666666664,
0.0,2.362,0.3040833333333333,
0.0,2.398,0.30683333333333335,
0.0,2.471,0.30575,
0.0,2.435,0.30500000000000005,
0.0,2.453,0.30424999999999996,
0.0,2.471,0.30399999999999994,
0.0,2.49,0.30374999999999996,
0.0,2.453,0.303,
0.0,2.435,0.303,
0.0,2.435,0.303,
0.0,2.435,0.303,
0.0,2.416,0.30233333333333334,
0.0,2.398,0.302,
0.0,2.398,0.302,
0.0,2.362,0.302,
0.0,2.38,0.302,
0.0,2.344,0.302,
0.0,2.344,0.30116666666666675,
0.0,2.344,0.30100000000000005,
0.0,2.325,0.30100000000000005,
0.0,2.325,0.30100000000000005,
0.0,2.344,0.30100000000000005,
0.0,2.325,0.30100000000000005,
0.0,2.344,0.30100000000000005,
0.0,2.362,0.30100000000000005,
0.0008,2.344,0.3060833333333333,
0.0007000000000000001,2.398,0.32691666666666663,
0.0003,2.526,0.32633333333333336,
0.0,2.619,0.32325000000000004,
0.0,2.582,0.3207499999999999,
0.0,2.545,0.31875000000000003,
0.0,2.563,0.31750000000000006,
0.0,2.582,0.3164166666666666,
0.0,2.582,0.31575,
0.0,2.6,0.315,
0.0,2.637,0.3144166666666667,
0.0,2.637,0.314,
0.0,2.545,0.31300000000000006,
0.0,2.508,0.31300000000000006,
0.0,2.471,0.31208333333333327,
0.0,2.435,0.31199999999999994,
0.0,2.416,0.3115,
0.0,2.398,0.311,
0.0,2.38,0.311,
0.0,2.38,0.311,
0.0,2.38,0.3109166666666667,
0.0,2.362,0.3100833333333334,
0.0,2.344,0.31,
0.0,2.38,0.31,
0.0,2.325,0.30983333333333335,
0.0,2.362,0.30900000000000005,
0.0,2.344,0.30900000000000005,
0.0003,2.362,0.3089166666666667,
0.0,2.362,0.3084166666666667,
0.0,2.362,0.30900000000000005,
0.0,2.38,0.30983333333333335,
0.0,2.344,0.31,
0.0015,2.362,0.31016666666666665,
0.0001,2.398,0.311,
0.0,2.344,0.31090909090909086,
0.0,2.38,0.3109166666666667,
0.0,2.38,0.31074999999999997,
0.0,2.38,0.3101666666666667,
0.0,2.344,0.31,
0.0,2.362,0.31,
0.0,2.344,0.31,
0.0,2.307,0.31,
0.0,2.307,0.31,
0.0,2.235,0.31,
0.0,2.289,0.31,
0.001,2.307,0.31,
0.0,2.307,0.3099166666666667,
0.0,2.289,0.3093333333333334,
0.0,2.271,0.30900000000000005,
0.0,2.271,0.30900000000000005,
0.0,2.271,0.30900000000000005,
0.0,2.253,0.30900000000000005,
0.0,2.253,0.30900000000000005,
0.0,2.253,0.30849999999999994,
0.0,2.289,0.30799999999999994,
0.0,2.235,0.30799999999999994,
0.0,2.235,0.30799999999999994,
0.0,2.235,0.30799999999999994,
0.0,2.235,0.30749999999999994,
0.0,2.235,0.307,
0.0,2.217,0.307,
0.0,2.217,0.307,
0.0,2.217,0.307,
0.0,2.199,0.3066666666666667,
0.0,2.199,0.30625,
0.0,2.181,0.3065833333333333,
0.0,2.181,0.30674999999999997,
0.0,2.181,0.307,
0.0,2.217,0.307,
0.0,2.235,0.307,
0.0,2.217,0.307,
0.0,2.145,0.30691666666666667,
0.0,2.181,0.30633333333333335,
0.0,2.416,0.306,
0.0,2.217,0.306,
0.0,2.199,0.306,
0.0,2.217,0.306,
0.0,2.217,0.30591666666666667,
0.0,2.217,0.3055833333333334,
0.0,2.217,0.30500000000000005,
0.0,2.199,0.30500000000000005,
0.0,2.199,0.30500000000000005,
0.0,2.181,0.30500000000000005,
0.0,2.199,0.30500000000000005,
0.0,2.163,0.30475,
0.0,2.163,0.3041666666666666,
0.0,2.163,0.30399999999999994,
0.0,2.145,0.30399999999999994,
0.0,2.145,0.30399999999999994,
0.0,2.127,0.30399999999999994,
0.0,2.092,0.30416666666666664,
0.0,2.127,0.3048333333333334,
0.0,2.145,0.30500000000000005,
0.0,2.127,0.3048333333333334,
0.0,2.127,0.3048333333333334,
0.0,2.163,0.30474999999999997,
0.0,2.163,0.30399999999999994,
0.0,2.127,0.30399999999999994,
0.0,2.127,0.30399999999999994,
0.0,2.109,0.30399999999999994,
0.0,2.127,0.30399999999999994,
0.0,2.127,0.30399999999999994,
0.0,2.127,0.30399999999999994,
0.0,2.145,0.30399999999999994,
0.0,2.092,0.30399999999999994,
0.0,2.163,0.30399999999999994,
0.0,2.163,0.30349999999999994,
0.0,2.163,0.30316666666666664,
0.0,2.145,0.30316666666666664,
0.0,2.127,0.30316666666666664,
0.0,2.109,0.3034166666666666,
0.0,2.109,0.303,
0.0,2.092,0.30316666666666664,
0.0001,2.092,0.303,
0.00030000000000000003,2.416,0.30324999999999996,
0.0,2.074,0.30399999999999994,
0.0,2.145,0.30399999999999994,
0.0,2.127,0.30399999999999994,
0.0,2.109,0.30399999999999994,
0.0,2.109,0.30399999999999994,
0.0,2.145,0.30399999999999994,
0.0,2.145,0.30399999999999994,
0.0,2.199,0.30399999999999994,
0.0,2.145,0.30399999999999994,
0.0,2.127,0.3039166666666666,
0.0,2.145,0.3034166666666666,
0.0,2.092,0.303,
0.0,2.056,0.303,
0.0,2.092,0.303,
0.0,2.092,0.303,
0.0,2.092,0.303,
0.0,2.056,0.303,
0.0,2.074,0.303,
0.0,2.056,0.303,
0.0,2.056,0.303,
0.0,2.038,0.303,
0.0,2.038,0.303,
0.0,2.038,0.303,
0.0,2.038,0.303,
0.0,2.021,0.303,
0.0,2.056,0.303,
0.0,2.056,0.303,
0.0,2.021,0.303,
0.0,2.021,0.303,
0.0,2.038,0.3025833333333333,
0.0,2.038,0.302,
0.0,2.038,0.302,
0.0,2.038,0.302,
0.0,2.038,0.302,
0.0,2.021,0.302,
0.0,2.021,0.302,
0.0,2.003,0.30150000000000005,
0.0,2.003,0.3011666666666667,
0.0,2.003,0.30100000000000005,
0.0,1.985,0.30100000000000005,
0.0,1.985,0.30100000000000005,
0.0,1.968,0.30100000000000005,
0.0,1.968,0.30100000000000005,
0.0,1.968,0.30100000000000005,
0.0,1.968,0.30100000000000005,
0.0,1.968,0.30100000000000005,
0.0,1.968,0.30100000000000005,
0.0,1.968,0.30100000000000005,
0.0,1.95,0.30100000000000005,
0.0,1.985,0.30100000000000005,
0.0,1.968,0.30100000000000005,
0.0,2.003,0.30100000000000005,
0.0,1.985,0.30100000000000005,
0.0,1.985,0.30100000000000005,
0.0,1.968,0.30100000000000005,
0.0,1.985,0.30100000000000005,
0.0,2.003,0.30100000000000005,
0.0,1.968,0.30058333333333326,
0.0,1.985,0.29999999999999993,
0.0,1.985,0.29999999999999993,
0.0,1.968,0.29999999999999993,
0.0,1.968,0.29999999999999993,
0.0,1.968,0.29999999999999993,
0.0,1.968,0.29999999999999993,
0.0,1.968,0.29999999999999993,
0.0,1.95,0.29999999999999993,
0.0,1.933,0.29999999999999993,
0.0,1.933,0.29999999999999993,
0.0,1.915,0.2998333333333333,
0.0,1.915,0.2997499999999999,
0.0,1.915,0.2999166666666666,
0.0,1.933,0.29999999999999993,
